Portfolio,Owner,Instrument,Date,Price
Deutsche Bank,Samsung,Deposit,02/12/2018 21:30:19,333.31
Deutsche Bank,Toyota,CDS,12/05/2018 09:35:36,580.62
Deutsche Bank,Samsung,Loan,03/08/2018 20:10:38,53.29
Bank of America,Walmart,Futures,25/10/2018 07:43:25,318.84
Finanz Informatik,SimCorp,Swap,22/12/2018 19:45:14,153.40
Bank of America,Walmart,CDS,02/05/2018 22:31:13,411.96
Deutsche Bank,Samsung,Options,01/07/2018 05:22:53,254.55
Deutsche Bank,Google,Futures,18/08/2018 05:52:21,99.35
BNP Paribas,Ford,Swap,23/04/2018 22:49:01,310.92
UOB,SimCorp,Options,05/12/2018 12:02:25,705.80
Barclays,Samsung,CDS,24/08/2018 09:14:06,597.01
BNP Paribas,Google,Futures,05/07/2018 18:59:15,676.28
Finanz Informatik,Amazon,Equity,11/07/2018 04:36:28,121.30
Fannie Mae,SimCorp,Futures,25/03/2018 05:12:15,105.87
Deutsche Bank,Toyota,Equity,26/11/2018 14:09:01,231.96
Bank of America,Toyota,CDS,07/11/2018 02:42:14,371.58
Deutsche Bank,Toyota,Options,20/08/2018 14:47:09,197.42
Bank of America,Toyota,Deposit,11/03/2018 15:07:19,640.12
State Bank of India,Walmart,CDS,18/02/2018 10:43:33,474.80
Barclays,Ford,Swap,21/09/2018 23:09:36,832.98
UOB,Ford,Loan,24/11/2018 18:58:30,61.42
State Bank of India,Amazon,CDS,20/06/2018 04:06:30,319.11
UOB,Microsoft,Equity,13/11/2018 14:45:03,7.48
Barclays,SimCorp,Equity,28/03/2018 01:17:48,238.02
Barclays,Microsoft,Bond,25/05/2018 03:20:30,217.04
UOB,Walmart,Options,14/11/2018 13:50:29,25.42
BNP Paribas,Ford,Swap,04/02/2018 11:14:24,131.43
UOB,Microsoft,Loan,26/03/2018 15:11:46,352.84
Finanz Informatik,Microsoft,Bond,15/12/2018 20:55:19,413.90
Fannie Mae,Samsung,Futures,24/01/2018 11:15:57,378.13
UOB,Ford,Bond,20/05/2018 14:23:25,128.58
Finanz Informatik,Apple,Options,28/01/2018 18:55:03,814.31
Bank of America,Ford,CDS,15/01/2018 02:53:15,186.99
Barclays,Google,Options,14/07/2018 08:15:40,168.26
Barclays,SimCorp,Loan,02/12/2018 03:18:21,231.30
Bank of America,Google,Futures,26/12/2018 22:19:58,0.65
Deutsche Bank,Google,Bond,13/07/2018 04:33:57,547.98
Bank of America,Microsoft,Deposit,22/08/2018 23:33:42,391.33
UOB,SimCorp,Equity,25/04/2018 05:48:31,451.80
BNP Paribas,Microsoft,Deposit,08/08/2018 09:28:50,364.88
Bank of America,Microsoft,Deposit,16/04/2018 07:24:48,440.59
Barclays,Walmart,Swap,24/06/2018 04:53:46,197.99
Finanz Informatik,Apple,Loan,19/01/2018 06:25:12,212.23
Bank of America,Toyota,Equity,24/01/2018 11:44:55,158.36
UOB,Apple,Loan,05/09/2018 10:18:25,447.80
Barclays,Toyota,Equity,17/03/2018 13:58:48,165.73
UOB,Google,Futures,12/10/2018 16:22:55,261.69
Barclays,Ford,Bond,13/01/2018 08:43:39,266.92
State Bank of India,Apple,Futures,28/03/2018 20:32:59,293.13
Barclays,Ford,Loan,21/05/2018 14:31:31,170.90
BNP Paribas,Amazon,Deposit,21/05/2018 12:38:06,151.69
UOB,Microsoft,Swap,12/05/2018 20:47:18,246.88
Fannie Mae,Amazon,Futures,26/04/2018 12:41:40,487.94
UOB,Google,Loan,07/05/2018 14:11:04,308.05
Fannie Mae,Amazon,Equity,13/04/2018 04:59:54,239.74
UOB,Google,CDS,09/09/2018 16:56:31,850.79
UOB,Ford,CDS,12/12/2018 15:58:32,145.37
Deutsche Bank,Toyota,Deposit,10/05/2018 17:11:11,124.95
Bank of America,Samsung,CDS,01/06/2018 14:29:36,677.85
Bank of America,Walmart,Options,18/03/2018 06:42:16,66.84
Fannie Mae,SimCorp,Deposit,05/02/2018 03:24:21,707.89
Barclays,Toyota,CDS,21/09/2018 02:16:15,245.48
Fannie Mae,Amazon,Futures,06/07/2018 01:09:35,757.27
BNP Paribas,Ford,Loan,17/01/2018 02:02:34,153.49
Fannie Mae,Google,Equity,03/07/2018 20:02:52,307.07
State Bank of India,SimCorp,Loan,20/01/2018 19:02:11,306.24
State Bank of India,Samsung,Options,17/04/2018 14:26:35,216.59
BNP Paribas,Toyota,Swap,17/12/2018 23:09:54,99.20
State Bank of India,Microsoft,Bond,05/03/2018 13:34:18,209.38
BNP Paribas,Samsung,CDS,01/03/2018 10:32:56,287.14
Barclays,Amazon,CDS,16/10/2018 07:33:22,509.89
Deutsche Bank,Apple,CDS,05/07/2018 16:44:26,313.56
BNP Paribas,Google,Equity,18/05/2018 05:03:44,18.96
Barclays,Google,Swap,27/01/2018 13:33:16,272.82
State Bank of India,Google,Deposit,03/09/2018 22:10:05,559.24
Deutsche Bank,Apple,Deposit,14/11/2018 07:13:21,7.59
Fannie Mae,Samsung,Futures,07/03/2018 11:08:41,75.00
BNP Paribas,SimCorp,Deposit,03/04/2018 19:18:32,397.00
BNP Paribas,Ford,CDS,15/08/2018 09:23:06,220.46
Finanz Informatik,Google,Bond,18/04/2018 04:48:37,365.70
UOB,SimCorp,Futures,06/06/2018 05:19:33,306.46
State Bank of India,Toyota,Bond,10/06/2018 07:06:45,554.77
BNP Paribas,Apple,Equity,08/12/2018 22:24:30,611.23
BNP Paribas,Toyota,Bond,26/09/2018 13:30:18,601.90
BNP Paribas,Samsung,Loan,20/11/2018 16:09:37,171.20
BNP Paribas,Apple,Swap,15/08/2018 18:19:30,393.79
UOB,Samsung,Swap,19/11/2018 07:37:22,60.49
UOB,Samsung,Loan,23/05/2018 07:43:19,442.72
UOB,Toyota,Options,25/04/2018 22:47:27,150.39
Fannie Mae,Ford,Equity,15/02/2018 06:54:27,41.37
BNP Paribas,Toyota,Bond,17/02/2018 07:44:32,90.79
BNP Paribas,Apple,Loan,15/07/2018 01:16:37,255.09
Barclays,Google,Equity,17/05/2018 18:40:11,735.29
Barclays,Microsoft,Equity,16/10/2018 01:42:23,501.06
Fannie Mae,Microsoft,Options,04/12/2018 05:43:33,462.22
State Bank of India,Microsoft,Futures,27/06/2018 21:34:42,349.30
Bank of America,SimCorp,CDS,24/04/2018 18:52:28,474.84
Finanz Informatik,Samsung,Swap,14/05/2018 06:33:16,19.57
BNP Paribas,Google,Options,16/05/2018 03:49:39,110.77
Barclays,Apple,Deposit,01/11/2018 16:34:21,595.30
Finanz Informatik,Microsoft,Options,05/02/2018 03:23:04,33.42
Finanz Informatik,Microsoft,Futures,22/03/2018 11:01:21,729.60
State Bank of India,Google,Options,02/05/2018 08:04:59,559.99
Deutsche Bank,Google,Equity,02/11/2018 18:36:24,313.75
Deutsche Bank,Toyota,CDS,10/02/2018 03:34:37,87.77
Deutsche Bank,Microsoft,CDS,12/04/2018 03:39:09,82.04
BNP Paribas,Amazon,CDS,02/03/2018 04:07:33,70.89
UOB,Walmart,Equity,02/04/2018 05:33:28,151.29
UOB,Amazon,Deposit,04/11/2018 11:33:52,46.06
Fannie Mae,SimCorp,Loan,11/04/2018 08:05:29,444.30
BNP Paribas,Apple,Futures,19/02/2018 02:04:22,27.88
Bank of America,Google,Bond,03/02/2018 15:33:50,79.57
Bank of America,Microsoft,Bond,24/03/2018 10:17:50,29.37
BNP Paribas,Apple,Loan,26/11/2018 17:58:42,685.63
Barclays,Google,Options,11/03/2018 22:22:11,26.69
UOB,Microsoft,Futures,17/07/2018 18:56:15,171.38
UOB,Microsoft,Futures,04/07/2018 12:49:14,99.23
Deutsche Bank,Samsung,CDS,07/12/2018 10:38:49,99.32
BNP Paribas,Apple,Options,28/02/2018 21:37:51,795.77
UOB,Toyota,Futures,08/12/2018 04:43:06,62.75
BNP Paribas,Google,Swap,03/11/2018 22:34:27,117.10
Fannie Mae,Apple,Futures,07/05/2018 16:36:20,81.88
State Bank of India,Ford,Swap,16/02/2018 22:27:44,164.42
Deutsche Bank,SimCorp,CDS,23/01/2018 21:11:45,114.09
Finanz Informatik,Google,Options,01/01/2018 16:21:01,8.04
Bank of America,Amazon,Options,27/11/2018 04:12:51,426.75
Barclays,Samsung,CDS,15/03/2018 14:25:22,71.51
Bank of America,Samsung,Loan,26/06/2018 18:25:53,240.24
Bank of America,Amazon,Bond,15/02/2018 07:59:47,67.46
Deutsche Bank,Microsoft,Futures,17/11/2018 12:26:20,46.31
Finanz Informatik,Ford,Futures,02/05/2018 17:07:05,254.38
Deutsche Bank,Microsoft,Deposit,17/06/2018 01:46:34,282.54
Bank of America,Walmart,Loan,19/12/2018 05:23:23,224.49
Finanz Informatik,Apple,Loan,17/08/2018 14:02:42,425.59
Fannie Mae,Ford,Deposit,27/11/2018 09:33:03,81.66
Deutsche Bank,Samsung,Options,23/04/2018 15:42:29,196.21
Finanz Informatik,Toyota,Equity,26/07/2018 15:57:07,622.23
BNP Paribas,Apple,Futures,02/11/2018 16:50:26,824.94
Deutsche Bank,Amazon,Bond,20/04/2018 11:28:03,3.54
State Bank of India,SimCorp,Swap,14/03/2018 11:44:13,812.93
Barclays,Amazon,Equity,16/05/2018 15:24:42,346.96
UOB,Microsoft,Futures,07/06/2018 23:39:52,51.19
Fannie Mae,Ford,Loan,03/11/2018 11:06:14,433.36
State Bank of India,Walmart,Futures,24/09/2018 05:09:44,274.66
BNP Paribas,Toyota,Deposit,04/09/2018 15:05:33,126.61
UOB,Samsung,Loan,04/07/2018 12:11:19,538.68
Bank of America,Google,Loan,05/08/2018 05:48:44,47.72
UOB,Ford,Equity,12/10/2018 10:07:31,75.77
Barclays,SimCorp,Equity,22/12/2018 03:16:56,397.87
BNP Paribas,Samsung,Futures,15/08/2018 21:29:09,247.88
UOB,Microsoft,Swap,19/12/2018 21:44:35,549.36
Barclays,Toyota,Options,21/10/2018 01:55:20,78.94
State Bank of India,Samsung,Equity,01/04/2018 01:26:30,138.56
State Bank of India,Ford,Swap,19/10/2018 02:34:17,143.22
Finanz Informatik,Toyota,Deposit,27/12/2018 08:17:43,272.25
State Bank of India,Google,Loan,01/07/2018 22:12:42,517.08
Barclays,Microsoft,Loan,21/07/2018 10:44:44,639.88
Barclays,Walmart,Bond,20/12/2018 06:03:12,73.34
Deutsche Bank,Toyota,Options,17/09/2018 18:43:26,217.70
UOB,Samsung,Loan,13/08/2018 03:21:15,589.60
Bank of America,SimCorp,CDS,03/03/2018 07:09:16,110.42
State Bank of India,Apple,Futures,26/04/2018 18:38:37,645.78
Deutsche Bank,Microsoft,Swap,24/05/2018 14:20:22,957.39
State Bank of India,Samsung,Bond,02/10/2018 05:05:23,333.75
Deutsche Bank,SimCorp,Options,23/01/2018 20:28:03,226.10
Barclays,Toyota,Loan,24/03/2018 07:35:15,545.84
State Bank of India,Samsung,CDS,25/03/2018 03:59:37,216.49
Deutsche Bank,Microsoft,Swap,10/09/2018 06:42:55,163.38
BNP Paribas,Microsoft,Options,03/11/2018 04:31:46,58.04
Bank of America,Samsung,Bond,10/02/2018 20:44:22,730.22
UOB,Samsung,Deposit,01/01/2018 06:45:34,106.54
Bank of America,Walmart,CDS,13/05/2018 16:11:52,587.11
Bank of America,Microsoft,CDS,04/06/2018 19:16:53,120.26
Barclays,Amazon,Deposit,05/11/2018 06:27:35,194.42
Barclays,Ford,Deposit,05/04/2018 22:11:37,713.50
Deutsche Bank,Samsung,Equity,03/06/2018 15:10:22,457.25
State Bank of India,Samsung,Equity,04/06/2018 07:53:45,258.51
Fannie Mae,Walmart,Bond,09/04/2018 15:21:22,56.03
Deutsche Bank,Walmart,Equity,22/09/2018 15:09:21,84.22
BNP Paribas,Apple,CDS,26/08/2018 13:46:26,488.84
BNP Paribas,Amazon,Futures,12/06/2018 03:48:54,189.91
Finanz Informatik,Samsung,Bond,17/09/2018 08:39:28,60.64
Fannie Mae,SimCorp,Swap,03/09/2018 04:53:27,351.33
UOB,Ford,Equity,05/06/2018 05:14:43,312.71
UOB,Microsoft,Equity,08/05/2018 07:02:59,217.82
State Bank of India,Microsoft,Deposit,22/09/2018 12:30:44,20.02
Fannie Mae,Amazon,Options,16/05/2018 08:39:39,144.30
BNP Paribas,Ford,Equity,19/12/2018 21:20:31,235.39
BNP Paribas,Ford,Futures,25/10/2018 13:09:25,321.08
Deutsche Bank,SimCorp,Loan,14/01/2018 11:43:51,444.56
Deutsche Bank,Amazon,Futures,15/09/2018 22:10:47,800.62
Fannie Mae,Ford,Loan,05/08/2018 07:55:42,66.45
Fannie Mae,Microsoft,Swap,19/11/2018 14:37:08,460.39
Fannie Mae,SimCorp,CDS,05/06/2018 17:28:45,126.99
Barclays,Amazon,Loan,13/10/2018 17:10:42,273.63
Bank of America,Apple,Futures,21/11/2018 10:24:31,228.70
Finanz Informatik,Apple,Loan,20/11/2018 17:19:52,15.19
UOB,Google,Futures,17/07/2018 20:53:12,223.87
Barclays,Ford,Loan,18/04/2018 04:04:49,419.12
Finanz Informatik,Ford,CDS,17/05/2018 09:03:27,550.94
Barclays,Microsoft,Equity,11/06/2018 09:36:52,67.98
Bank of America,Google,Bond,15/02/2018 10:45:59,226.15
Deutsche Bank,SimCorp,Equity,03/09/2018 21:26:04,165.68
UOB,Amazon,Bond,15/09/2018 04:40:51,293.34
Bank of America,Google,Options,06/10/2018 04:52:39,302.16
Bank of America,Apple,Equity,03/07/2018 22:08:31,216.14
State Bank of India,SimCorp,Swap,03/01/2018 03:05:23,181.99
UOB,Ford,Bond,01/01/2018 11:55:20,251.56
BNP Paribas,Samsung,Equity,18/10/2018 18:16:35,482.52
BNP Paribas,Google,Options,09/06/2018 23:14:33,373.42
BNP Paribas,SimCorp,Bond,12/06/2018 17:59:09,145.07
State Bank of India,Samsung,Bond,13/06/2018 04:21:12,346.73
UOB,SimCorp,Deposit,10/12/2018 15:23:35,160.67
Fannie Mae,Amazon,Options,24/05/2018 12:43:43,85.97
Deutsche Bank,Google,Bond,17/12/2018 06:09:06,314.97
Deutsche Bank,Apple,Equity,09/05/2018 14:43:04,0.98
Finanz Informatik,Amazon,Futures,12/06/2018 15:11:36,107.39
Barclays,Walmart,Deposit,18/06/2018 16:26:49,539.12
Barclays,Microsoft,Options,11/07/2018 05:12:15,86.92
UOB,Walmart,Options,17/07/2018 08:43:34,41.56
BNP Paribas,SimCorp,Options,21/01/2018 01:11:43,534.76
Fannie Mae,Ford,CDS,10/01/2018 01:49:49,474.76
Barclays,Ford,Futures,04/04/2018 18:02:19,37.80
State Bank of India,Samsung,Loan,03/06/2018 21:46:31,302.62
BNP Paribas,SimCorp,Futures,05/07/2018 21:01:35,337.12
Bank of America,Samsung,Futures,16/05/2018 03:05:14,121.27
BNP Paribas,Samsung,Deposit,18/06/2018 07:37:13,886.43
Finanz Informatik,Microsoft,Swap,06/10/2018 22:26:57,443.47
UOB,Amazon,Bond,21/05/2018 03:26:56,42.47
UOB,SimCorp,Options,09/11/2018 04:39:02,876.66
Finanz Informatik,Samsung,CDS,08/10/2018 06:55:38,812.76
Deutsche Bank,Google,Bond,06/09/2018 14:45:29,88.31
UOB,Toyota,Loan,17/12/2018 17:42:04,420.16
Finanz Informatik,Amazon,Bond,27/04/2018 23:46:19,70.66
Fannie Mae,Samsung,Deposit,09/04/2018 17:27:54,44.09
Barclays,Google,Loan,02/05/2018 14:29:42,532.94
Bank of America,Samsung,Equity,09/02/2018 06:05:50,116.47
UOB,Amazon,Futures,11/03/2018 02:54:01,237.51
Finanz Informatik,Samsung,Loan,19/10/2018 03:08:39,582.36
Barclays,Apple,Bond,01/07/2018 08:39:42,88.52
Deutsche Bank,Walmart,Equity,26/06/2018 22:46:05,2.33
Deutsche Bank,SimCorp,Bond,07/04/2018 17:29:23,23.48
Fannie Mae,Amazon,Options,21/06/2018 18:19:51,112.23
Barclays,Google,Swap,07/08/2018 16:39:53,26.49
Finanz Informatik,Apple,CDS,18/03/2018 01:01:47,616.28
UOB,Microsoft,Loan,26/11/2018 05:59:43,105.16
Deutsche Bank,Ford,Swap,17/12/2018 12:29:26,193.54
BNP Paribas,Walmart,Options,24/09/2018 02:47:23,54.38
Deutsche Bank,SimCorp,Options,07/11/2018 04:55:09,594.71
Deutsche Bank,Ford,Equity,03/08/2018 10:10:39,91.32
Bank of America,Walmart,CDS,07/09/2018 06:43:33,146.45
Barclays,Walmart,Swap,13/12/2018 03:21:59,842.22
Bank of America,Amazon,CDS,25/01/2018 03:25:54,381.83
State Bank of India,Google,CDS,06/08/2018 04:49:50,306.25
Barclays,Amazon,Equity,18/11/2018 02:01:12,658.77
BNP Paribas,Google,Swap,16/03/2018 05:53:39,179.58
UOB,Samsung,Swap,26/07/2018 07:52:18,169.75
Finanz Informatik,SimCorp,Loan,01/10/2018 05:12:48,303.27
BNP Paribas,Microsoft,CDS,10/09/2018 18:15:32,364.53
Finanz Informatik,Google,Swap,05/07/2018 14:29:34,8.96
Fannie Mae,Toyota,Futures,20/11/2018 14:51:06,387.07
State Bank of India,Apple,Equity,28/01/2018 14:07:14,81.85
BNP Paribas,Amazon,Equity,02/09/2018 03:31:45,55.20
Deutsche Bank,Walmart,Deposit,17/02/2018 10:48:51,297.55
State Bank of India,Google,Loan,02/09/2018 05:58:55,782.47
Bank of America,Microsoft,Loan,09/11/2018 21:29:40,344.29
BNP Paribas,Apple,Futures,19/10/2018 09:15:05,483.34
UOB,Microsoft,Equity,07/06/2018 21:59:32,306.01
Fannie Mae,Walmart,Equity,26/01/2018 11:18:59,630.10
State Bank of India,Google,Bond,20/06/2018 19:40:35,617.95
State Bank of India,Ford,Futures,23/12/2018 06:59:52,6.67
State Bank of India,Ford,Swap,13/11/2018 12:53:25,270.99
BNP Paribas,Microsoft,Equity,20/10/2018 15:11:49,245.25
Fannie Mae,Amazon,Options,27/01/2018 06:08:14,369.12
Barclays,Amazon,Futures,24/06/2018 22:11:10,186.29
State Bank of India,Microsoft,CDS,18/10/2018 16:40:41,295.03
BNP Paribas,Google,Bond,06/02/2018 11:26:57,63.77
Finanz Informatik,Walmart,Equity,21/03/2018 15:51:48,277.88
Barclays,Apple,Deposit,15/07/2018 23:40:44,712.32
Bank of America,SimCorp,Swap,17/02/2018 07:19:14,132.28
Bank of America,Microsoft,Equity,25/10/2018 07:06:33,110.58
UOB,Samsung,CDS,19/07/2018 02:20:34,51.33
UOB,Toyota,Options,19/09/2018 21:42:02,188.72
Finanz Informatik,Walmart,Options,06/07/2018 06:49:05,298.69
State Bank of India,Google,CDS,13/06/2018 16:42:25,211.99
State Bank of India,Toyota,Options,16/01/2018 19:40:30,259.23
Bank of America,Apple,Swap,19/08/2018 05:20:10,111.51
Fannie Mae,Microsoft,Swap,10/05/2018 16:02:08,163.39
Fannie Mae,Microsoft,Options,14/01/2018 14:03:29,265.11
Bank of America,Microsoft,Swap,20/09/2018 19:09:05,2.56
Finanz Informatik,SimCorp,Bond,09/01/2018 17:50:10,229.79
UOB,SimCorp,Equity,23/02/2018 06:28:54,646.21
Fannie Mae,Samsung,Equity,25/12/2018 22:19:13,17.55
Bank of America,Ford,Loan,18/01/2018 15:13:34,403.35
Deutsche Bank,Samsung,Deposit,17/02/2018 01:05:49,617.00
Finanz Informatik,Microsoft,Swap,02/09/2018 12:23:08,436.86
Barclays,Walmart,Futures,10/03/2018 20:11:11,64.50
BNP Paribas,Ford,Equity,10/04/2018 07:05:03,117.05
UOB,SimCorp,Loan,05/04/2018 07:58:39,313.15
Finanz Informatik,Apple,Futures,12/05/2018 03:27:33,229.99
UOB,Samsung,Loan,12/09/2018 11:05:39,577.82
Barclays,Amazon,Deposit,15/04/2018 21:18:09,294.10
State Bank of India,SimCorp,Equity,25/05/2018 22:28:45,7.80
UOB,SimCorp,Loan,28/08/2018 23:10:35,270.88
Fannie Mae,Microsoft,Loan,21/03/2018 22:21:07,653.97
UOB,Microsoft,Futures,24/09/2018 08:41:58,488.11
State Bank of India,Microsoft,CDS,27/02/2018 21:04:07,430.48
Deutsche Bank,Toyota,Loan,23/05/2018 13:14:58,200.71
Bank of America,Amazon,Deposit,12/05/2018 13:02:33,592.44
Finanz Informatik,Google,CDS,20/06/2018 21:35:09,541.11
UOB,Microsoft,Deposit,21/05/2018 03:03:09,244.47
BNP Paribas,Toyota,Loan,24/11/2018 15:27:20,328.33
UOB,SimCorp,Loan,08/09/2018 14:58:48,333.89
State Bank of India,Apple,CDS,04/10/2018 09:37:31,587.68
Bank of America,Samsung,CDS,16/07/2018 13:48:51,252.23
Barclays,Microsoft,Futures,01/11/2018 08:55:03,108.04
BNP Paribas,Microsoft,Options,10/12/2018 01:01:37,27.27
BNP Paribas,Ford,CDS,25/06/2018 23:51:48,406.97
UOB,Google,Equity,13/07/2018 17:41:48,121.14
Barclays,Walmart,Futures,06/06/2018 07:23:40,592.90
Bank of America,Google,Bond,03/02/2018 13:36:57,101.51
Barclays,Google,Swap,12/06/2018 23:02:57,0.95
Finanz Informatik,Google,Deposit,01/01/2018 11:32:10,359.01
Bank of America,Google,CDS,04/08/2018 14:03:06,155.90
BNP Paribas,Toyota,Deposit,08/09/2018 08:41:59,427.13
Finanz Informatik,Amazon,Bond,06/07/2018 08:20:05,25.19
State Bank of India,Amazon,CDS,13/05/2018 07:29:14,64.07
State Bank of India,Ford,Futures,15/08/2018 14:25:09,231.85
UOB,SimCorp,Bond,11/01/2018 04:06:04,524.54
Finanz Informatik,Ford,Bond,26/10/2018 16:01:24,371.86
UOB,SimCorp,CDS,08/04/2018 08:55:28,283.12
State Bank of India,Google,Loan,25/05/2018 11:21:41,38.95
Fannie Mae,Amazon,Deposit,16/06/2018 23:55:40,10.07
Bank of America,Apple,Deposit,24/09/2018 08:50:49,608.94
Fannie Mae,Walmart,Bond,25/11/2018 02:37:35,97.65
Finanz Informatik,Microsoft,Loan,22/01/2018 10:40:15,494.31
Barclays,Microsoft,CDS,01/03/2018 21:21:36,252.78
Bank of America,SimCorp,Swap,01/12/2018 14:26:56,347.07
Finanz Informatik,Microsoft,CDS,14/04/2018 07:38:49,325.37
Deutsche Bank,Walmart,Bond,18/06/2018 23:52:46,457.39
Deutsche Bank,Apple,Bond,25/05/2018 19:23:23,822.38
State Bank of India,Toyota,CDS,27/03/2018 03:33:29,268.62
Finanz Informatik,SimCorp,CDS,26/02/2018 01:25:28,556.87
Deutsche Bank,Walmart,Bond,22/08/2018 08:18:20,53.56
State Bank of India,Microsoft,Deposit,12/10/2018 22:56:56,292.38
Barclays,Amazon,Bond,20/02/2018 05:24:51,299.01
Finanz Informatik,Ford,Swap,13/12/2018 08:38:03,410.08
UOB,Google,Bond,24/01/2018 01:41:51,270.74
BNP Paribas,SimCorp,Swap,18/11/2018 09:38:58,738.92
State Bank of India,Amazon,Deposit,10/07/2018 23:16:52,559.20
Finanz Informatik,Ford,Options,21/11/2018 05:17:59,54.94
Bank of America,SimCorp,Bond,23/06/2018 21:58:09,210.33
Deutsche Bank,Toyota,Equity,21/10/2018 08:21:34,66.59
UOB,Samsung,Options,21/08/2018 04:56:04,579.79
BNP Paribas,Walmart,CDS,02/03/2018 09:19:23,46.91
BNP Paribas,Google,Options,11/03/2018 14:46:42,375.55
UOB,Toyota,Loan,26/06/2018 17:02:28,73.05
State Bank of India,Ford,Bond,01/12/2018 02:59:53,506.88
BNP Paribas,Ford,Deposit,23/03/2018 15:16:20,342.31
Barclays,Microsoft,Swap,16/09/2018 09:20:13,58.94
Finanz Informatik,Samsung,CDS,15/02/2018 03:05:36,117.31
Bank of America,Samsung,Swap,11/10/2018 21:53:06,68.74
Barclays,Toyota,Equity,08/08/2018 16:01:21,230.89
Deutsche Bank,Samsung,Options,01/06/2018 04:19:44,281.47
Bank of America,Walmart,Equity,15/12/2018 12:21:07,518.77
Barclays,Microsoft,Options,24/01/2018 15:40:02,210.93
BNP Paribas,Toyota,Equity,17/07/2018 20:18:26,684.59
Bank of America,Google,Futures,20/12/2018 19:33:14,223.73
Finanz Informatik,Samsung,Bond,06/10/2018 12:13:34,79.16
Bank of America,Microsoft,Swap,17/11/2018 20:28:38,287.06
Fannie Mae,Ford,Loan,02/02/2018 07:51:37,269.80
BNP Paribas,Amazon,Swap,13/01/2018 06:41:27,47.50
Bank of America,Toyota,Deposit,21/05/2018 07:15:29,49.87
Finanz Informatik,Ford,Deposit,16/05/2018 11:31:56,318.90
Deutsche Bank,Walmart,Loan,09/07/2018 02:22:52,628.39
Fannie Mae,Apple,Loan,02/04/2018 11:07:01,180.29
BNP Paribas,Amazon,Equity,21/06/2018 04:35:31,299.94
Deutsche Bank,Toyota,Deposit,13/05/2018 01:28:14,56.46
State Bank of India,Amazon,Bond,20/01/2018 08:34:33,29.72
Finanz Informatik,SimCorp,Options,24/11/2018 07:21:48,62.40
Barclays,Samsung,Futures,19/05/2018 11:15:58,194.25
BNP Paribas,Samsung,Swap,25/09/2018 16:19:15,129.82
Bank of America,Apple,Equity,20/05/2018 05:10:51,360.76
Deutsche Bank,Toyota,Futures,05/11/2018 02:58:39,134.21
BNP Paribas,Walmart,CDS,03/04/2018 11:34:51,116.59
State Bank of India,Google,Bond,16/06/2018 11:40:01,10.65
Finanz Informatik,Amazon,Futures,12/09/2018 08:30:04,366.80
Deutsche Bank,Toyota,Swap,11/07/2018 01:20:53,436.32
Deutsche Bank,Microsoft,Deposit,07/05/2018 13:37:58,97.13
Barclays,Ford,Swap,28/11/2018 16:10:01,259.86
State Bank of India,SimCorp,Loan,13/04/2018 07:14:32,694.40
Fannie Mae,Toyota,CDS,24/06/2018 23:34:04,34.39
Deutsche Bank,SimCorp,CDS,10/11/2018 18:44:59,404.57
UOB,Microsoft,Bond,09/07/2018 03:59:33,384.48
Finanz Informatik,Apple,Swap,16/10/2018 15:14:29,873.48
BNP Paribas,Apple,Options,02/01/2018 10:47:28,55.58
Bank of America,Microsoft,Bond,20/05/2018 19:46:12,657.08
State Bank of India,Apple,Equity,15/07/2018 15:37:53,94.05
Bank of America,Microsoft,Swap,17/07/2018 18:46:57,201.02
Finanz Informatik,SimCorp,CDS,11/03/2018 03:05:33,445.06
State Bank of India,Apple,Loan,01/05/2018 02:57:01,99.84
UOB,Ford,Equity,05/03/2018 08:18:28,247.89
BNP Paribas,Samsung,CDS,11/03/2018 11:23:54,729.37
Bank of America,Apple,Deposit,24/07/2018 12:52:35,68.52
UOB,Toyota,Futures,03/01/2018 11:20:26,305.46
UOB,Walmart,Deposit,20/03/2018 02:20:09,12.72
Deutsche Bank,Apple,Deposit,24/02/2018 18:08:40,573.41
Barclays,Toyota,Swap,05/04/2018 07:23:38,258.10
Fannie Mae,Ford,Deposit,18/01/2018 23:18:34,110.98
Fannie Mae,Toyota,Options,24/12/2018 18:54:21,662.15
Finanz Informatik,Walmart,Bond,18/05/2018 02:40:31,91.36
Deutsche Bank,Toyota,Bond,12/01/2018 17:14:48,21.08
Barclays,Walmart,Deposit,15/08/2018 17:07:56,406.51
Barclays,Apple,Futures,17/10/2018 12:53:25,192.49
Finanz Informatik,Toyota,Options,03/06/2018 11:42:32,259.41
Bank of America,Apple,Swap,26/04/2018 18:49:28,116.59
State Bank of India,Toyota,Bond,01/08/2018 16:17:16,840.09
UOB,Samsung,Futures,17/11/2018 16:02:25,439.18
State Bank of India,Walmart,Loan,25/04/2018 07:08:07,72.57
Deutsche Bank,Amazon,Options,17/07/2018 13:40:53,716.56
Fannie Mae,SimCorp,Bond,08/09/2018 17:43:01,184.40
Deutsche Bank,Amazon,Swap,27/11/2018 10:24:48,221.77
